Comments,Unnamed: 1,Unnamed: 2,neg,neu,pos
Isrheil criminels de guerre !,,,0.13678960502147675,0.7363548874855042,0.1268555223941803
Zionists,,,0.5543928742408752,0.4247273802757263,0.020879780873656273
"If we had iPhones & body cams in occupied Europe of the 1940s I wonder how similar these scenes would be; when the Gestapo came for Anne Frank's family, is this what it looked like?",,,0.4213142693042755,0.5250095129013062,0.053676243871450424
Isrheil criminels de guerre !,,,0.13678960502147675,0.7363548874855042,0.1268555223941803
The real terorist,,,0.21199706196784973,0.7252944111824036,0.0627085268497467
#IsraelTerorrist,,,0.6063738465309143,0.37358716130256653,0.02003904990851879
Did occupiers give the children two bottle of water for propaganda?,,,0.6549360752105713,0.33414945006370544,0.010914408601820469
How are the israelis are the âchosen peopleâ again?,,,0.6081989407539368,0.3757885694503784,0.01601248048245907
"I am glad I could never get used to this. When I was younger I got desensitized with violence, but people can attain humanity if they work for it. We should never let go of our humanity and never forget.",,,0.542130172252655,0.36125391721725464,0.09661584347486496
True evil on the loose,,,0.8546127080917358,0.13720369338989258,0.008183666504919529
Why canât the palestinians seeing the incident grab whatever can and rushed to the rescue of a fellow friend!I am watching too much hollywood movie and expect can happen like in the movie .. haha.,,,0.5417954921722412,0.38049405813217163,0.07771041989326477
"Lol, they didn't even bother faking a Hebrew accent  this is as real as your entire fake narrative",,,0.7105821371078491,0.250093549489975,0.03932429105043411
"Hello any Human there.....,,,,,,,,,,,,,,
Savages ,,,,,,,,,,,,,,
I am glad I could never get used to this. When I was younger I got desensitized with violence"," but people can attain humanity if they work for it. We should never let go of our humanity and never forget.""",,0.9086455702781677,0.08076152205467224,0.010592833161354065
True evil on the loose,,,0.8546127080917358,0.13720369338989258,0.008183666504919529
Why canât the palestinians seeing the incident grab whatever can and rushed to the rescue of a fellow friend!I am watching too much hollywood movie and expect can happen like in the movie .. haha.,,,0.5417954921722412,0.38049405813217163,0.07771041989326477
"Lol, they didn't even bother faking a Hebrew accent  this is as real as your entire fake narrative",,,0.7105821371078491,0.250093549489975,0.03932429105043411
Savages ,,,0.2617455720901489,0.6205130219459534,0.1177414134144783
Chosen people ,,,0.07847598940134048,0.6633211374282837,0.25820285081863403
Butchers,,,0.21142159402370453,0.6296828389167786,0.15889553725719452
From the river to the sea Palestine will be free! ,,,0.014552741311490536,0.2620280683040619,0.723419189453125
"God is Sufficient for us, and He is the Best Trustee, the Best Helper, the Best Master, and the Best to rely upon. Khaybar, Khaybar, O Jews, the army of Muhammad will return, Allah is the Greatest, Allah is the Greatest, Allah is the Greatest.",,,0.003927033860236406,0.11831063032150269,0.8777623772621155
And people are still asking why Al Aqsa Flood happened.,,,0.6770543456077576,0.31564217805862427,0.00730348564684391
Oh my god,,,0.4860718250274658,0.3679487109184265,0.14597950875759125
Restore the State of Palestine!,,,0.11398188769817352,0.6606407165527344,0.2253774255514145
Boycott Netflix,,,0.8375599980354309,0.1524144858121872,0.01002553291618824
Former US marineâs pro-Palestine interview resurfaces online,,,0.37914085388183594,0.5874428153038025,0.03341633826494217
barbarians,,,0.24484217166900635,0.6559274196624756,0.09923035651445389
If none of you know this is how hamas was created,,,0.2226039320230484,0.7408991456031799,0.036496978253126144
Is that soldier wearing sneakers?,,,0.1448962688446045,0.8216856122016907,0.03341807425022125
#IsraelTerrorism,,,0.7616821527481079,0.22341211140155792,0.014905732125043869
Another proof,,,0.2086472064256668,0.6411898136138916,0.1501629799604416
Once again we will repeat it never enough without their weapons they are nothing we saw it well in 1942,,,0.8225445747375488,0.16544577479362488,0.012009655125439167
This is what happens to the Palestinians that are supposedly Free,,,0.7375277280807495,0.25404179096221924,0.008430472575128078
In front of his children ,,,0.4394708573818207,0.5266579985618591,0.03387109935283661
If none of you know this is how hamas was created,,,0.2226039320230484,0.7408991456031799,0.036496978253126144
Is that soldier wearing sneakers?,,,0.1448962688446045,0.8216856122016907,0.03341807425022125
#IsraelTerrorism,,,0.7616821527481079,0.22341211140155792,0.014905732125043869
The IDF is a terrorist organization! That is all,,,0.957412838935852,0.03950859233736992,0.00307860947214067
"The fact that hours before they made palestinians pose with bottle waters and said ""we're not scum"" (which btw they're the ones depriving them of every basic need). At least wait some days or something.",,,0.65656578540802,0.3179018199443817,0.02553246170282364
US standards of civilization,,,0.3469349145889282,0.61916184425354,0.033903203904628754
"This is why the Palestinians in the West Bank must be armed. Instead of arming the people, the so-called âPalestinianâ Authority does israelâs work for them.",,,0.740297257900238,0.24727681279182434,0.01242594700306654
I hate Israel the Nazi regime.,,,0.973749577999115,0.02342945896089077,0.0028210319578647614
"Terrorists have often had young children participate in using explosives and weapons.  They are trained in #Hamas ""summer camps"" to do just that.  It's a sad reality.",,,0.9196118116378784,0.07623469084501266,0.004153512883931398
"Hebron is not occupied, it's under PA.
Israel has 'security responsibility' to arrest people that threat to its country, and cause a risk in engaging terror.

I pity his daugther to have witness it, because her father chose to be a criminal.",,,0.8923231959342957,0.10144951939582825,0.006227286532521248
Well done on the space Truth. Appreciate you,,,0.002009348710998893,0.025173544883728027,0.9728171229362488
Thanks!! I appreciate you coming on.,,,0.0011786306276917458,0.014147073961794376,0.984674334526062
Great news,,,0.003989748656749725,0.03594091162085533,0.9600693583488464
But hamas made me do it ,,,0.09740892052650452,0.7138653993606567,0.18872565031051636
Toddler among US hostages in Gaza â White House,,,0.45358985662460327,0.5358769297599792,0.010533175431191921
The White House says that a three-year-old American whose parents were killed by Hamas is among the hostages in Gaza.,,,0.6988663077354431,0.29631277918815613,0.0048208641819655895
President Joe Biden raised  the issue of hostages including a toddler,," with a callâ¦""",0.11438284814357758,0.7867348790168762,0.09888225793838501
i hope he won't get a heartattack or car-/swimmingaccident in the next time,,,0.39007046818733215,0.5510791540145874,0.05885035917162895
Palestinians appreciate very much every effort that comes in support of their cause.,,,0.004761866759508848,0.09574434906244278,0.8994938135147095
Why is not on our major news outlets????,,,0.6411741971969604,0.34669122099876404,0.012134604156017303
"Good luck with that, Israel is doing everything by the book.",,,0.06964227557182312,0.40159884095191956,0.5287588834762573
"Zionists mocking pro-Palestine protesters. Disgusting behaviour from disgusting people.

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslimâ¦",,,0.9171664714813232,0.07651429623365402,0.006319256499409676
"Dua 

Mere we can do for Palestine is 
Make Dua
Make Dua for Palestine
It will make our brothers in Palestine victorious

God willing

#PrayForPalestine",,,0.037839263677597046,0.52350252866745,0.4386581480503082
"In memory of more than 10,000 martyrs of the Gaza Strip, a magnificent demonstration was held at Oslo Railway Station by Norwegians #FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
",,,0.049266546964645386,0.4243614375591278,0.5263720154762268
"Their mosques are being heated under the bombs, they're still not missing any prayers!

Our mosques are being cooled with fans and ACs, and we're still skipping all 5 prayers!
#JummahMubarak #PrayForPalestine",,,0.7059580683708191,0.2660593092441559,0.027982637286186218
"Yemen  Stand with Palestine  

#WeStandWithPalestine
#PrayForPalestine
#IsraelisATerorristState",,,0.1683828979730606,0.7005053758621216,0.13111166656017303
"#Assalamuwalaikum 
A father lost his four children; his world has come to an end. May Allah protect the people of Palestine. Amen  

#freepalestian 
#PrayForPalestine",,,0.3522428274154663,0.5279931426048279,0.11976397782564163
"#Hezbollah's anti-ship #missiles, a little remedy for those pesky foreign #warships in the #Mediterranean
#PrayForPalestine #PalestineWillBeFree #Palestine ",,,0.3750540018081665,0.5650689005851746,0.05987706407904625
"#AllahHuAkbar
Without a doubt, with courage and bravery, a grenade was thrown into the barrel of the tank, destroying it
#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
",,,0.5768557190895081,0.3710460960865021,0.05209818482398987
"May Allah safeguard the people of Palestine, bless them with strength and resilience, and bring an end to their sufferings
 #PrayForPalestine #DivineProtection
#FreePalaestine 
#FreePalestine 
#WeStandWithPalestine 
#WeStandWithGaza
#FreePalestineFromIsrael",,,0.043212417513132095,0.49885624647140503,0.4579313397407532
"Khalid bin al waleed Mosque was completely destroyed by Israeli shelling in khan Younis, Gaza.
#gazaunderattack #palastine 
#prayforgaza #prayforpalestine",,,0.8541899919509888,0.13852551579475403,0.007284441497176886
"Gaza under heavy attack now.
5-11-23

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide #PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiegeâ¦",,,0.8123934268951416,0.17692647874355316,0.010680058039724827
"More beautiful Zionist talk.
Would you like these people to live in your country?

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslimâ¦",,,0.05963854491710663,0.49239611625671387,0.4479654133319855
"Are you not entertained enough?

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide #PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiegeâ¦",,,0.7574373483657837,0.22274908423423767,0.01981358788907528
Highlights from last nights debate: We must condemn the terrorist group of HAMAS! #usa #hamasterrorists #hamaspalestine #palestine #nikkihaley #gop #gopdebate #israel #prayforpalestine #prayforisrael,,,0.5761510133743286,0.3747360408306122,0.04911297932267189
The Quick Story About Israel Actions #FreePalaestine #ISLAM  #prayforpalestine #gazastrip #savepalestina #uk #unitedstates #unitedkingdom #northernireland #london #greatbritian #england #NYC #WashingtonDC #losangeles #sanfrancisco #chicago #longislandcity #Spain #Madrid #Berlin,,,0.05000591278076172,0.6726673245429993,0.277326762676239
"Our Patience is nothingâ¦..
#prayforpalestine
#freepalestine",,,0.3579271733760834,0.5375844240188599,0.10448836535215378
"#AllahHuAkbar

This is spain

#FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide 
@IMshamstrz",,,0.4598517119884491,0.4988519251346588,0.04129626974463463
"We are minutes away from deathâ: Gazaâs al-Shifa Hospital under attack

#FreePalestineFromIsrael #PrayForPalestine",,,0.8757110834121704,0.11638191342353821,0.007907014340162277
":That was amazing and the real truth - you just nailed it, man. Our prayers are with Gaza and the Palestinian people. #StandWithGaza #PrayForPalestineâ #USA #usataxe",,,0.006291994359344244,0.0657263845205307,0.9279816746711731
"TLP Millions March Towards Islamabad. Pro Palestine Protest In Pakistan. Every Body Is So Angry On Israel Attack On Palestine.

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerroristsâ¦",,,0.7511255145072937,0.22986197471618652,0.019012529402971268
"Let us join together in heartfelt prayers for the people of Palestine. May Allah protect them, grant them strength, and bring an end to the injustice they face. 
#PrayForPalestine #JummahMubarak #PeaceForPalestine #FreePalestine 
#FreePalaestine 
#FreePalestineâ¦",,,0.02376718446612358,0.4158592224121094,0.5603736042976379
"This little girl is called Julia. She lost her parents in the bombing by Israel in Gaza.

#FreePalestine #IsraelTerroristState #PrayForPalestine 
   #gazaholocust",,,0.879167914390564,0.11310043931007385,0.007731638848781586
"Philippine human rights campaigner granted bail

#FreePalestineFromIsrael #PrayForPalestine",,,0.1426103562116623,0.7306627035140991,0.1267269402742386
"Day 1150: I thought it was a high number but it is 9,150 less than the number murdered in #Gaza #Palestine since 7 October! #100daysofwalking #200DaysOfWalking #drogheda #PrayForGaza #PrayForPalestine #300daysofwalking #CeasefireForGaza",,,0.2903633415699005,0.6070705056190491,0.10256615281105042
"We keep that winning feeling ! 
Letâs continue the good work

#FreePalestineFromIsrael #PrayForPalestine",,,0.01978757232427597,0.24459730088710785,0.7356151342391968
"#Assalamuwalaikum   

#freepalestian 
#PrayForPalestine",,,0.1893719732761383,0.7355530261993408,0.07507497072219849
"Powerful words and great resilience from the Gaza resident, Abu Osama Daher, after his wife and all his children became martyrs in the Zionist Israeli bombing in the northern Gaza Strip today.",,,0.13612522184848785,0.4510821998119354,0.4127926230430603
"#PrayForPalestine #StopGenocidelnGaza""",,,0.26142260432243347,0.651894211769104,0.08668320626020432
Julia (3 years old) lost her only family to an Israeli bombing  O God Allah Almighty Please help Palastinians Gaza's people Ameen  #StopGenocideOfPalestinians #StopGenocideInGaza #PrayForPalestine #PrayForGaza,,,0.6738843321800232,0.289334774017334,0.03678087145090103
"What is the Khalistan movement? How is it linked to India-Canada tensions?

#FreePalestineFromIsrael #PrayForPalestine #PrayForGhaza #PrayForPeace",,,0.1715056300163269,0.777317225933075,0.05117706209421158
"Gaza has been asked to choose between ethnic cleansing and genocideâ¦

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslim #humanrightsâ¦",,,0.516282856464386,0.45386144518852234,0.0298556387424469
"Bantuan Kesehatan dan Alat Medis untuk Palestina alhamdulillah telah tersalurkan pada hari Kamis, 9 November 2023. Bantuan ini diberikan ke Pusat Kesehatan Syuhada Jabaliya, Gaza Utara berupa 1 unit alat bantu kesehatan dan 30 paket kebutuhan medis.
#prayforpalestine",,,0.08458481729030609,0.8483925461769104,0.06702261418104172
"Many Palestinians continue to struggle for survival due to limited access to basic necessities.


#PrayforPalestine 
#Palestine #Gaza #PrayForPalestine #Pakistan #Alkhidmat",,,0.6585848927497864,0.3224135637283325,0.01900152489542961
"Dumbass Zionist propaganda and lies debunked again. This time by 
@AJEnglish
 

#palestine #savepalestine #savegaza #palestina #palestinian #jerusalem #children #israel #alquds #bds #islam #alaqsa #prayforpalestine #gazastrip #turkey #savepalestina #savealaqsa #muslim #humanrightsâ¦",,,0.8474944829940796,0.14034970104694366,0.01215584110468626
"Breaking...

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide #PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiege #CeasefireForGazaNOW",,,0.7367925047874451,0.24639196693897247,0.016815554350614548
Manipulation of media narratives in the Israeli-Palestinian conflict #FreeGazaNow #FreePalaestin #PrayForPeace #PrayForPalestine,,,0.20797203481197357,0.7197854518890381,0.07224251329898834
"#AsslamuAllekum  may Allah be pleased with him.
Abu Ubaidah reiterated the statement of Khalid bin Walid",,,0.006809222977608442,0.3948536515235901,0.5983371138572693
"By God! I have brought to you people who love death just as you love life. Insha'Allah  Allah will surely grant success one day.'""",,,0.01802035979926586,0.18267863988876343,0.7993009686470032
"#FreePalaestine #PrayForPalestine  #Gaza_Genocide""",,,0.4617915451526642,0.484538733959198,0.05366972088813782
" #StandWithPalestine  We mourn the loss of many brothers and sisters to acts of terrorism. Together, let's strive for peace and justice. 
Do you know who the real terrorists are?   Everyone know them Occupier
#PrayForPalestine #EndViolence ",,,0.6511074304580688,0.3155846893787384,0.03330782800912857
"In Jakarta, people are enthusiastic about #PrayForPalestine",,,0.0047150240279734135,0.15113554894924164,0.8441494107246399
This is Reality.    #PrayForPalestine,,,0.2146041840314865,0.6268463134765625,0.1585494875907898
"Local sources
Armed clashes broke out around the Balata camp, east of Nablus. #prayforpalestine #GazaGenoside #IsraelTerorrist #IsraelNewNazisim",,,0.6490027904510498,0.3379518389701843,0.01304532214999199
"Written on our college whiteboard 
#FreePalaestine #PrayForPalestine",,,0.09033491462469101,0.7479457259178162,0.16171930730342865
"Palestinians valiantly stand for their faith and strive to protect Islam, reaching out their hand for our crucial support.


#PrayforPalestine 
#Palestine #Gaza #PrayForPalestine",,,0.040464822202920914,0.5785101652145386,0.3810250163078308
"O Allah, strengthen the defense of the Palestinian fighters against their enemies (Zionist Israel and its allies).

O Allah, help the Palestinian fighters and grant them victory over their enemies.",,,0.07838822901248932,0.6642913222312927,0.25732043385505676
"#WeStandWithPalestine #FreePalestine #PrayForPalestine""",,,0.05358707159757614,0.5867764949798584,0.35963642597198486
"Listening to this 

#FreePalaestin #FreePalaestine #FreePalestineFormZionist #PrayForGaza #PrayForPalestine",,,0.13613073527812958,0.695008397102356,0.16886085271835327
" Heartbreaking to see the destruction in Palestine. Let's stand together and pray for peace, justice, and support for the affected. May Allah bring relief to those in need.  #PrayForPalestine #PeaceAndJustice
 #Gaza_Geniocide 
#CeasefireInGazaNOW 
#Survivor",,,0.2828536033630371,0.5581257939338684,0.1590205729007721
#freepalestian ,,,0.1554691046476364,0.7514734268188477,0.09305739402770996
"#PrayForPalestine""",,,0.07298407703638077,0.739438533782959,0.18757745623588562
"Oh Palestine, you are in our hearts and prayers. ""Our Lord, pour upon us patience and plant firmly our feet and give us victory over the disbelieving people."" Quran, 2:250 #FreePalestine #SaveGaza #PrayForPalestine",,,0.034852199256420135,0.4357917010784149,0.529356062412262
"This is an example of how to destroy your life in a blink of eyes.

May Allah help them 

#PrayForPalestine  https://twitter.com/missfalasteenia/status/1723095857984049381â¦",,,0.7242627739906311,0.2463640570640564,0.02937317080795765
"The last hug
from the river to the sea,Palestine will be free

Free free Palestine free free plaestine 

#palestine #freepalestine #istandwithpalestine #freepalestine #istandwithpalestine #palestinewillbefree #palestineunderattack #prayforpalestine #gaza #gazaunderattack",,,0.12678928673267365,0.6439367532730103,0.22927390038967133
"A man is seen pulling a cart to transfer injuries to hospital in khan Younis, southern Gaza city. 5.11.23 
#freepalestine #freepalestine #gaza #palestine #freegaza #prayforgaza #prayforpalestine #savegaza #staywithpalestine",,,0.12436345964670181,0.7598131895065308,0.11582331359386444
#gaza #PrayForPalestine #FreePalestine #FreePalestin #motaz_azaiza #GazaHolocaust #Gaza_Geniocide #Ø£Ø¨ÙØ¹Ø¨ÙØ¯Ø© #Ø§ÙØ§ØªØ­Ø§Ø¯_Ø§Ø¨ÙØ§ #Trending,,,0.4106232821941376,0.5414696335792542,0.047907087951898575
Don't stop talking about PALESTINE #palestinegenocide #freepalestine #palestinewillbefree #prayforpalestine,,,0.5319454073905945,0.40947163105010986,0.058583006262779236
"More than two million Indonesians gathered at Monas,Jakarta this morning to pray together and show their support for Palestine.
Presiden Joko Widodo
#SavePalestine
#HelpPalestine
#PrayForPalestine
#WeStandWithPalestine",,,0.017914291471242905,0.4677756726741791,0.5143100619316101
"CALL FOR CEASEFIRE NOW
#ceasefirenow #PrayForPalestine",,,0.17410452663898468,0.7095340490341187,0.11636140942573547
This is Indonesia for PALESTINE #savepalestine #indonesiastandwithpalestine #palestinewillbefree #PrayForPalestine #palestinevictory,,,0.06334303319454193,0.5748074054718018,0.3618495762348175
#stopgenocide #stopkillingkids #prayforpalestine #freepalestine  From Indonesia ,,,0.5007716417312622,0.4457237422466278,0.053504593670368195
"The Alkhidmat Foundation Woman Wing is endeavoring to provide essential supplies to the people of Gaza.

#PrayforPalestine 
#Palestine #Gaza #PrayForPalestine #Pakistan #Alkhidmat",,,0.039427004754543304,0.7610735297203064,0.19949951767921448
"May Allah swt send His Greatest help to the people of #Gaza. May Allah swt grant victory to the #Palestineans, May Allah swt protects all of you. Aamiin ya Rabbal Alamiin #prayforGaza #prayforPalestine #FreePalestine #CeaseFireInGaza #CeasefireNOW #solidaritywithpalestine",,,0.012222412042319775,0.3295261263847351,0.6582514643669128
"Good morning. May Allah bless you with health and prosperity on this day.#Azaan #Prayer #Namaz #Muslims #PrayForPalestine #PrayForGazan #gaza #bycottIsrealProducts #bycott_isreal_products #bycott #bycottmacdonald #ALQuran
#Hadees Nabvi
#Farman_E_Ilahi
#urdu #",,,0.011998077854514122,0.3000827133655548,0.6879191994667053
"Its ccrazy to think how the people that got bullied by Hitler, are now the bullies. At one point they were begging for peace and now they couldnt care less about it, the world is a shambles, #PrayForPalestine",,,0.9100747108459473,0.08030813187360764,0.009617104195058346
"#FreePalestineNow 
#PalestineUnderAttack
#PalestineGenocide 
#PalestineHolocaust 
#PrayForPalestine
A gift from Indonesia for our brothers and sisters, the guardians and defenders of the land of Syria, Palestine. 'With our souls, with our blood, we sacrifice for you, O Aqsa,,,,,,,,,,,,,,
Israel is a TERRORIST STATE ",,,0.775964081287384,0.2039569765329361,0.020078863948583603
#IsraelisATerorristState ,,,0.7546402215957642,0.2311420440673828,0.014217721298336983
#FreePalaestine ,,,0.12172749638557434,0.7410875558853149,0.13718490302562714
#FreeGazaNow ,,,0.1717355102300644,0.7068613171577454,0.12140321731567383
"#PrayForPalestine""",,,0.07298407703638077,0.739438533782959,0.18757745623588562
"Only to Him we seek
Only Him who guides

#blessed
#PrayForPalestine
#FreePalestine",,,0.024547632783651352,0.382514625787735,0.5929377675056458
"Words canât evenâ¦â¦â¦ 

#Palestine #PalestinianLivesMatter #prayforpalestine #gaza #Gazagenocide #IsrealPalestineconflict #PrayForPalestine #IsraelTerrorists #PalestineGenocide
#PalestineWar #GazaHospital #IsraelAttack #GazaUnderAttack #GazaUnderSiege #CeasefireForGazaNOW",,,0.7710714936256409,0.20820388197898865,0.020724616944789886
"Pakistan has not given Ukraine, which is at war with Russia, any weapons, and it has no intention of doing so.
#ukraine #palestine #PrayForPalestine #IsraeliCrimes #RussiaWar",,,0.772975742816925,0.21901197731494904,0.00801228266209364
"Despite the prevalence of playing games, Palestinian children contend with dire circumstances and a constant battle for survival.

#Palestine #Gaza #PrayForPalestine #Pakistan",,,0.6864984631538391,0.29656386375427246,0.01693769358098507
"#AsslamuAllekum
#GoodMorningTwitterWorld 
Do you not know that the sovereignty of the earth and the heavens is for Allah alone, and besides Allah, there is no one else worthy of your devotion and help? #Quran 2/107 #FreePalaestine #PrayForPalestine #GazaUnderAttack #Gaza_Genocide #Shams_T",,,0.3919889032840729,0.5211345553398132,0.08687654137611389
This video broke me tonight. We never know kan how our life could inspire/affect other people. Lagi2 kalau mmg kita pempengaruh. This is really really sad  #PrayForPalestine,,,0.922145664691925,0.0702374055981636,0.0076169101521372795
Hope the other leaders also wake up. #PrayForPalestine,,,0.08027972280979156,0.6241468191146851,0.2955734431743622
The  is with Palestine. But some of our pretentious muslim brothers are acting weird #prayforPalestine,,,0.7630053162574768,0.21808397769927979,0.01891062594950199
"Alkhidmat Foundation's Woman's Wing bringing hope to the people of  Gaza, one blanket bring children's smile light up their darkest days.
601-5
#Palestine #Gaza #PrayForPalestine #Pakistan #Alkhidmat",,,0.0049871341325342655,0.19402281939983368,0.8009900450706482
Sending prayers and hope for peace to the people of Gaza and Palestine.  #PrayForGaza #PrayForPalestine,,,0.016050590202212334,0.3893614709377289,0.5945879817008972
"Make dua for our brothers and sisters of Palestine 
#FreePalestine 
#PrayForPalestine
#FreePalaestine 
#FreePalestine 
#WeStandWithPalestine 
#WeStandWithGaza",,,0.09086146205663681,0.6741225123405457,0.23501604795455933
Sending prayers and hope for peace to the people of Gaza and Palestine.  #PrayForGaza #PrayForPalestine,,,0.016050590202212334,0.3893614709377289,0.5945879817008972
